"Date: 2026-06-07+0000"
"Version: 7.2"
"Status: 
0 Normal
"","NanoProfits AI","VWAP strategy -- version 1.0","TEXT","","vwap simple bounce strategy","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-06-15T12:42:44+0000","2025-09-11T12:54:30+0000","-29686813949952","Asia/Calcutta","true","false",,,"kanban","645","","TASK"
"","NanoProfits AI","Test the live buttons","TEXT","","","N","","","","","0","0","2026-05-28T06:55:05+0000","","-21990232555520","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","646","572","TASK"
"","NanoProfits AI","Nifty price should be from Nifty Futures","TEXT","","","N","","","","","0","2","2026-05-28T06:57:32+0000","2026-06-01T16:12:11+0000","-20890720927744","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","647","618","TASK"
"","NanoProfits AI","reset the levels ","TEXT","","","N","","","","","0","2","2026-05-28T06:57:48+0000","2026-06-01T16:12:29+0000","-19791209299968","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","648","618","TASK"
"","NanoProfits AI","Trade Execution -- buy, monitor and square off","TEXT","","","N","","","","","0","2","2025-06-15T12:43:30+0000","2025-07-01T15:43:25+0000","-19241453486080","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","649","","TASK"
"","NanoProfits AI","only ONE call & put per level is allowed.","TEXT","","","N","","","","","0","0","2026-05-28T06:58:07+0000","2026-05-28T06:59:08+0000","-18691697672192","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","650","618","TASK"
"","NanoProfits AI","A call and put trade of a same level should have 15 min time gap","TEXT","","","N","","","","","0","0","2026-05-28T06:58:22+0000","2026-05-28T06:59:08+0000","-17592186044416","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","651","618","TASK"
"","NanoProfits AI","Trade Execution -- paper trade [or] Sandbox -- We have to place an ""Buy ORDER"" with money in acccount. ","TEXT","","","N","","","","","0","2","2025-06-20T04:30:41+0000","2025-06-23T14:14:35+0000","-17592186044416","Asia/Kolkata","false","false","Present Sprint","1099511627776","kanban","652","","TASK"
"","NanoProfits AI","Get CPR levels from Redis (nify pro)","TEXT","","","N","","","","","0","2","2026-05-28T06:58:35+0000","2026-06-01T17:32:58+0000","-16492674416640","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","653","618","TASK"
"","NanoProfits AI","Lots selection","TEXT","","","N","","","","","0","0","2026-05-28T06:58:49+0000","2026-05-28T06:59:08+0000","-15393162788864","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","654","618","TASK"
"","NanoProfits AI","refresh button -- what for","TEXT","","","N","","","","","0","2","2026-05-28T06:59:02+0000","2026-06-01T17:33:07+0000","-14293651161088","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","655","618","TASK"
"","NanoProfits AI","Get Nifty50 live price","TEXT","","","N","","","","","0","2","2025-06-15T12:42:23+0000","2025-06-20T04:29:18+0000","-13194139533312","Asia/Calcutta","false","false","Present Sprint","1099511627776","kanban","656","","TASK"
"","NanoProfits AI","Connect to API using Python","TEXT","","","N","","","","","0","2","2025-06-15T12:41:44+0000","2025-06-19T14:50:15+0000","-12094627905536","Asia/Calcutta","false","false","Present Sprint","1099511627776","kanban","657","","TASK"
"","NanoProfits AI","Enable Dhan API","TEXT","","","N","2025-06-16T18:30:00+0000","2025-06-16T18:30:00+0000","","","0","2","2025-06-15T12:41:12+0000","2025-06-18T07:43:34+0000","-9895604649984","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","658","","TASK"
"","NanoProfits AI","reset the levels ","TEXT","","","N","2026-05-27T18:30:00+0000","2026-05-27T18:30:00+0000","","","0","2","2026-05-28T06:57:48+0000","2026-06-01T16:12:18+0000","1099511627776","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","659","618","TASK"
"","NanoProfits AI","Check how SL works","TEXT","","","N","","","","","0","0","2026-06-03T01:27:52+0000","","2199023255552","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","660","618","TASK"
"","NanoProfits AI","Introduce ATR for Target fixing","TEXT","","","N","","","","","0","0","2026-06-03T01:28:03+0000","","3298534883328","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","661","618","TASK"
"","HMS","Group Check-OUT","TEXT","","","N","","","","","5","0","2026-06-06T05:38:52+0000","","-38482907168768","Asia/Calcutta",,"false","ToDo","549755813888","kanban","662","","TASK"
"","HMS","Group check-IN","TEXT","","","N","","","","","5","0","2026-06-06T05:38:44+0000","","-37383395540992","Asia/Calcutta",,"false","ToDo","549755813888","kanban","663","","TASK"
"","HMS","Night Audit CRON","TEXT","","","N","","","","","5","0","2026-06-06T05:38:36+0000","","-36283883913216","Asia/Calcutta",,"false","ToDo","549755813888","kanban","664","","TASK"
"","HMS","Night Audit Fix ","TEXT","","","N","","","","","5","0","2026-06-06T05:38:27+0000","","-35184372285440","Asia/Calcutta",,"false","ToDo","549755813888","kanban","665","","TASK"
"","HMS","Aadhar scanner + upload from mobile app.","TEXT","","","N","","","","","0","0","2026-05-30T11:33:54+0000","","-34084860657664","Asia/Calcutta",,"false","ToDo","549755813888","kanban","666","674","TASK"
"","HMS","Booking.com to HMS via API (or) get it from Email. Then create a RESERVATION ??","TEXT","","","N","","","","","0","0","2026-05-25T11:48:31+0000","","-32985349029888","Asia/Calcutta",,"false","ToDo","549755813888","kanban","667","","TASK"
"","HMS","Remove ""regular guest"" toggle -- instead place the PHONE number as first field and start searching from there.","TEXT","","","N","","","","","0","2","2026-05-28T05:07:53+0000","2026-05-30T11:34:20+0000","-31885837402112","Asia/Calcutta",,"false","DONE","1099511627776","kanban","668","","TASK"
"","HMS","Charges for Extra people -- How ?","TEXT","","","N","","","","","0","2","2026-05-28T05:27:18+0000","2026-05-30T11:34:26+0000","-30786325774336","Asia/Calcutta",,"false","DONE","1099511627776","kanban","669","","TASK"
"","HMS","DATA entry >> Add companies list -- email for OTA mandatory","TEXT","","","N","","","","","0","0","2026-05-28T05:27:58+0000","","-29686814146560","Asia/Calcutta",,"false","ToDo","549755813888","kanban","670","","TASK"
"","HMS","No gst invoice -TO- gst bill -- How? we can give them the latest numbered & dated invoice. It's not possible to create it on a previous date.","TEXT","","","N","","","","","0","0","2026-05-28T05:06:33+0000","","-26388279263232","Asia/Calcutta",,"false","ToDo","549755813888","kanban","671","","TASK"
"","HMS","we will need a Room's history -- history of check-in and check-out ","TEXT","","","N","","","","","0","0","2026-05-27T13:06:03+0000","","-25288767635456","Asia/Calcutta",,"false","ToDo","549755813888","kanban","672","","TASK"
"","HMS","A light weight low-latency ROOMs screen for super Admin","TEXT","","","N","","","","","0","0","2026-05-27T06:03:03+0000","","-24189256007680","Asia/Calcutta",,"false","ToDo","549755813888","kanban","673","","TASK"
"","HMS","Aadhar scanner","TEXT","","","N","","","","","0","0","2026-04-09T02:41:38+0000","","-23639500193792","Asia/Calcutta","false","false","ToDo","549755813888","kanban","674","","TASK"
"","HMS","A monthly downloadble GST excel","TEXT","","","N","","","","","0","0","2026-05-25T14:45:45+0000","","-23089744379904","Asia/Calcutta","true","false","ToDo","549755813888","kanban","675","","TASK"
"","HMS","GST should be applied only on Room charges not on the other purchases or services.","TEXT","","","N","","","","","0","0","2026-05-25T14:23:56+0000","","-21990232752128","Asia/Calcutta",,"false","ToDo","549755813888","kanban","676","","TASK"
"","HMS","Where do we mention charges as TARIFFs","TEXT","","","N","","","","","0","0","2026-05-25T11:50:59+0000","","-20890721124352","Asia/Calcutta",,"false","ToDo","549755813888","kanban","677","","TASK"
"","HMS","Calculate our running cost","TEXT","","","N","","","","","0","0","2026-05-25T11:50:28+0000","","-19791209496576","Asia/Calcutta",,"false","Backlog","0","kanban","678","","TASK"
"","HMS","We need personal photo for our LinkedIN","TEXT","","","N","","","","","0","0","2026-05-25T11:49:41+0000","","-18691697868800","Asia/Calcutta",,"false","ToDo","549755813888","kanban","679","","TASK"
"","HMS","Commercial calculation for Ekkatuthangal branch","TEXT","","","N","","","","","0","0","2026-05-25T11:49:07+0000","","-17592186241024","Asia/Calcutta",,"false","Backlog","0","kanban","680","","TASK"
"","HMS","can i do Invoice approvals on weekends or any day ?","TEXT","","","N","","","","","0","0","2026-05-25T11:47:30+0000","","-15393162985472","Asia/Calcutta","true","false","ToDo","549755813888","kanban","681","","TASK"
"","HMS","WhatsApp integration","TEXT","","","N","","","","","0","0","2026-04-09T02:41:49+0000","","-14293651357696","Asia/Calcutta","false","false","Backlog","0","kanban","682","","TASK"
"","HMS","Buy a server","TEXT","","","N","","","","","0","2","2026-03-29T14:02:24+0000","2026-05-22T16:53:46+0000","-13194139729920","Asia/Calcutta",,"false","DONE","1099511627776","kanban","683","","TASK"
"","HMS","Raaj groups website with AI bot","TEXT","","","N","","","","","0","0","2026-05-12T02:34:47+0000","","-12094628102144","Asia/Calcutta",,"false","ToDo","549755813888","kanban","684","","TASK"
"","HMS","AI in HMS","TEXT","","","N","","","","","0","2","2026-05-12T02:34:29+0000","2026-05-28T15:49:21+0000","-10995116474368","Asia/Calcutta",,"false","ToDo","549755813888","kanban","685","","TASK"
"","HMS","Direct meeting","TEXT","","","N","","","","","0","2","2026-05-12T02:34:02+0000","2026-05-23T07:33:09+0000","-9895604846592","Asia/Calcutta",,"false","ToDo","549755813888","kanban","686","","TASK"
"","HMS","Appoint a person","TEXT","","","N","","","","","0","0","2026-05-12T02:33:08+0000","","-8796093218816","Asia/Calcutta",,"false","ToDo","549755813888","kanban","687","","TASK"
"","HMS","option to change Bill-2-company during CheckOut process","TEXT","","","N","","","","","0","2","2026-05-03T07:26:00+0000","2026-05-12T02:32:48+0000","-7696581591040","Asia/Calcutta",,"false","ToDo","549755813888","kanban","688","","TASK"
"","HMS","Wasenderapi -- for whatsapp","TEXT","","","N","","","","","0","0","2026-04-09T02:42:04+0000","","-6597069963264","Asia/Calcutta","false","false","Backlog","0","kanban","689","","TASK"
"","HMS","New phone with SMS app + internet","TEXT","","","N","","","","","0","0","2026-03-29T14:04:23+0000","","-6597069766656","Asia/Calcutta",,"false","Backlog","0","kanban","690","","TASK"
"","HMS","try out Whatsapp using WAHA","TEXT","","","N","","","","","0","0","2026-03-29T14:02:59+0000","","-5497558138880","Asia/Calcutta",,"false","Backlog","0","kanban","691","","TASK"
"","HMS","coolify","TEXT","","","N","","","","","0","0","2026-03-29T14:02:29+0000","","-4672924418048","Asia/Calcutta",,"false","Backlog","0","kanban","692","","TASK"
"","HMS","install the code inside coolify","TEXT","","","N","","","","","0","0","2026-03-29T14:02:46+0000","","-4398046511104","Asia/Calcutta",,"false","Backlog","0","kanban","693","","TASK"
"","HMS","install postgres inside coolify","TEXT","","","N","","","","","0","0","2026-03-29T14:02:38+0000","","-3298534883328","Asia/Calcutta",,"false","Backlog","0","kanban","694","","TASK"
"","HMS","provide upload from Mobile as well","TEXT","","","N","","","","","0","0","2026-06-02T01:54:14+0000","","-2199023255552","Asia/Calcutta","true","false","ToDo","549755813888","kanban","695","674","TASK"
"","AMS & HybridTutor.com","Feedback & Review system","TEXT","","","N","","","","","0","0","2026-06-03T18:01:08+0000","","-21990232948736","Asia/Calcutta",,"false","AMS","1099511627776","kanban","696","","TASK"
"","AMS & HybridTutor.com","Using 3rd  party recorder and transcription for our Jitsi  ... https://fireflies.ai/pricing","TEXT","","","N","","","","","0","0","2026-05-24T06:47:18+0000","","-20890721320960","Asia/Calcutta",,"false","AMS","1099511627776","kanban","697","","TASK"
"","AMS & HybridTutor.com","Jitsi -- recording to AI transcript","TEXT","","https://chat.qwen.ai/s/t_d44f0683-f115-4845-ad6b-336fa9438e32?fev=0.2.57","N","","","","","0","0","2026-05-23T07:35:59+0000","","-19791209693184","Asia/Calcutta",,"false","AMS","1099511627776","kanban","698","","TASK"
"","AMS & HybridTutor.com","Jitsi -- client side video recording and upload","TEXT","","","N","","","","","0","0","2026-05-23T07:35:40+0000","","-18691698065408","Asia/Calcutta",,"false","AMS","1099511627776","kanban","699","","TASK"
"","AMS & HybridTutor.com","Route it to hybridtutors.com","TEXT","","","N","","","","","0","0","2026-05-12T02:46:41+0000","","-17592186437632","Asia/Calcutta",,"false","HybridTutors","3298534883328","kanban","700","","TASK"
"","AMS & HybridTutor.com","Iot & Robotics for kids...","CHECKLIST","","▫The Kit and Teacher model▫Train a teacher▫Tie with playschools, tuition centers▫Franchise model▫find opensource platforms","Y","","","","","0","0","2026-05-12T02:43:47+0000","","-16492674809856","Asia/Calcutta",,"false","Hybrid Academy","2199023255552","kanban","701","","TASK"
"","AMS & HybridTutor.com","Create postgres DB for hybrid tutors","TEXT","","","N","","","","","0","0","2026-04-09T02:43:25+0000","","-15393163182080","Asia/Calcutta","false","false","HybridTutors","3298534883328","kanban","702","","TASK"
"","AMS & HybridTutor.com","Install in AMS server","TEXT","","","N","","","","","0","0","2026-04-09T02:43:03+0000","","-15393163116544","Asia/Calcutta","false","false","HybridTutors","3298534883328","kanban","703","","TASK"
"","AMS & HybridTutor.com","Teach 6th to 12th about computers + internet + software + AI + development.","CHECKLIST","","▫ML + AI + app development▫computers basics▫cloud server▫what are softwares / apps▫web + mobile app development▫how internet works▫AI future▫client-server ","Y","","","","","0","0","2026-03-28T12:41:34+0000","","-15393163051008","Asia/Calcutta",,"false","Hybrid Academy","2199023255552","kanban","704","","TASK"
"","AMS & HybridTutor.com","Include a Full chat / collaboration suite ","TEXT","","","N","","","","","0","0","2026-03-26T09:48:13+0000","","-14293651423232","Asia/Calcutta",,"false","AMS","1099511627776","kanban","705","","TASK"
"","AMS & HybridTutor.com","Use WAHA to replace WaSenderApi for whatsapp","TEXT","","","N","","","","","0","0","2026-03-26T09:47:45+0000","","-13194139795456","Asia/Calcutta",,"false","AMS","1099511627776","kanban","706","","TASK"
"","SmartHub","Add tomato.","TEXT","","SMART HUB","N","2026-05-08T16:16:09+0000","2026-05-08T16:16:09+0000","","","0","0","2026-05-08T10:46:11+0000","","-32985348833280","Asia/Calcutta","false","false",,,"list","707","","TASK"
"","SmartHub","Good thing.","TEXT","","SMART HUB","N","2026-03-26T14:35:04+0000","2026-03-26T14:35:04+0000","","","0","2","2026-03-26T09:05:05+0000","2026-05-08T11:01:21+0000","-31885837205504","Asia/Calcutta","false","false",,,"list","708","","TASK"
"","SmartHub","Add Young.","TEXT","","SMART HUB","N","2026-03-26T14:34:25+0000","2026-03-26T14:34:25+0000","","","0","2","2026-03-26T09:04:26+0000","2026-03-26T09:04:43+0000","-30786325577728","Asia/Calcutta","false","false",,,"list","709","","TASK"
"","SmartHub","Add it back up.","TEXT","","SMART HUB","N","2026-03-22T18:53:14+0000","2026-03-22T18:53:14+0000","","","0","2","2026-03-22T13:23:16+0000","2026-03-26T09:04:44+0000","-29686813949952","Asia/Calcutta","false","false",,,"list","710","","TASK"
"","SmartHub","Tomato.","TEXT","","SMART HUB","N","2026-03-22T18:52:06+0000","2026-03-22T18:52:06+0000","","","0","2","2026-03-22T13:22:08+0000","2026-03-26T09:04:46+0000","-28587302322176","Asia/Calcutta","false","false",,,"list","711","","TASK"
"","SmartHub","Buy some eggs.","TEXT","","SMART HUB","N","2026-03-20T14:36:28+0000","2026-03-20T14:36:28+0000","","","0","2","2026-03-20T09:06:29+0000","2026-03-26T09:04:47+0000","-27487790694400","Asia/Calcutta","false","false",,,"list","712","","TASK"
"","SmartHub","Add cabbage to the basket.","TEXT","","SMART HUB","N","2026-03-20T14:18:34+0000","2026-03-20T14:18:34+0000","","","0","2","2026-03-20T08:48:36+0000","2026-03-21T00:49:23+0000","-26388279066624","Asia/Calcutta","false","false",,,"list","713","","TASK"
"","SmartHub","Make some brinjal.","TEXT","","SMART HUB","N","2026-03-20T14:15:01+0000","2026-03-20T14:15:01+0000","","","0","2","2026-03-20T08:45:03+0000","2026-03-21T00:49:13+0000","-25288767438848","Asia/Calcutta","false","false",,,"list","714","","TASK"
